modelName,recall@5, precision@5,f1_score@5,ndcg@5,recall@10,precision@10,f1_score@10,ndcg@10,recall@15,precision@15,f1_score@15,ndcg@15,weight
p_model,0.2361718253968254,0.04723436507936508,0.07872394179894181,0.16265027431234375,0.3620329365079365,0.036203293650793646,0.06582417027417027,0.2044775690048096,0.45468888888888886,0.03031259259259259,0.05683611111111111,0.22713620029015616,"(0, 0, 100000)"
