modelName,recall@5, precision@5,f1_score@5,ndcg@5,recall@10,precision@10,f1_score@10,ndcg@10,recall@15,precision@15,f1_score@15,ndcg@15,weight
p_model,0.22298650793650793,0.04459730158730159,0.07432883597883598,0.15520827405772408,0.35256230158730156,0.03525623015873016,0.06410223665223666,0.19655992126893354,0.4531198412698413,0.03020798941798942,0.05663998015873016,0.22336341320143754,"(1, 2, 3)"
